13,"['warm', 'warm', 'hot', 'warm', 'warm ', 'hot', 'hot', 'warm', 'warm.', 'warm', 'nice and calm', 'warm', 'warm', 'cozy', 'nice', 'hot all day', 'warm', 'warm']"
14,"['hot', 'hot', 'hot', 'sunny', 'cold', 'dirty', 'sticky', 'shady ', 'cold.', 'cold', 'off limits', 'cold', 'clean', 'cold', 'hot', 'hard', 'that hot', 'wet']"
15,"['bright', 'sparkly', 'bright', 'numerous ', 'bright', 'beautiful', 'bright', ' numerous ', 'pretty.', 'pretty', 'bright', 'sporadic', 'twinkly', 'beautiful', 'vibrant', 'shiny', 'brighyt', 'pretty']"
16,"['orange', 'colorful', 'green', 'changing', 'green', 'attractive', 'pretty', 'heavy ', 'green.', 'green', 'ready yet', 'built', 'dull', 'ugly', 'old', 'stuck', 'colorful', 'green']"
17,"['scary', 'fun', 'scary', 'fun', 'scary', 'scary', 'spooky', 'fun', 'scared.', 'scary', 'scary and fun', 'scary', 'scary', 'scary', 'scary', 'scary', 'scary', 'scary']"
18,"['warm', 'warm', 'warm', 'warm', 'warm', 'windy', 'cold', 'warm', 'warm.', 'hot', 'warm', 'warm', 'warm', 'cold', 'icy', 'warm', 'hard to build', 'warm']"
19,"['small', 'hard', 'short', 'steep', 'low', 'short', 'short', 'tiny ', 'small.', 'small', 'sloped', 'level', 'small', 'easy ', 'slippery', 'short', 'small', 'low']"
20,"['dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dangerous', 'dark.', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark', 'dark']"
A2,"['twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two', 'twenty two']"
21,"['fast', 'shy', 'smart.', 'happy', 'bothered', 'sad', 'mean', 'tired', 'sad.', 'quiet', 'busy', 'lazy', 'downhearted', 'warm', 'social', 'bored', 'fast', 'late']"
22,"['friendly', 'friendly', 'friendly.', 'friendly', 'kind', 'friendly', 'friendly', 'friendly', 'friendly.', 'friendly', 'nice', 'friendly', 'friendly', 'nice', 'friendly', 'friendly', 'nice', 'friendly']"
23,"['nice', 'ready', 'prepared', 'ambitious ', 'smart', 'bright', 'smart', 'cross', 'smart.', 'awake', 'helpful', 'feeling', 'alert', 'rigid', 'excited.', 'hesitant', 'prepared', 'there']"
24,"['nice', 'organized', 'busy today.', 'busy', 'worried', 'inattentive ', 'loud', 'mad', 'tired.', 'thorough', 'rushed', 'busy', 'disorganzied', 'friendly', 'careless.', 'mad', 'scary', 'tall']"
25,"['helpful', 'nice', 'helpful', 'caring', 'caring', 'concerned', 'caring', 'careful', 'careful.', 'friendly', 'kind', 'helpful', 'caring', 'nice', 'caring', 'concerned', 'caring', 'upset']"
26,"['tired', 'fit', 'fast', 'fit', 'agile', 'fast', 'speedy', 'fast', 'fast.', 'tired', 'fast', 'agile', 'fit', 'fast', 'fast', 'agile', 'fast', 'althetic']"
27,"['tired', 'humble', 'scared', 'dirty', 'wet', 'hopeful', 'cowardly ', 'happy', 'sad.', 'thankful', 'energized', 'afraid', 'hurt', 'kind', 'energetic', 'scared', 'burned', 'grateful']"
28,"['sneaky', 'stealthy', 'smart', 'good', 'brave', 'attentive', 'sneaky', 'good', 'smart.', 'talented', 'cool', 'daring', 'elusive', 'discreet', 'covert', 'secretive', 'good at this', 'good']"
29,"['bored', 'tired', 'energetic', 'loquacious ', 'jolly', 'talkative', 'Lively', 'peppy', 'energetic.', 'tired', 'proffesional', 'chatty', 'extroverted', 'tired', 'energetic', 'energetic', 'talkative', 'talkative']"
30,"['strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'strong.', 'strong', 'strong', 'strong', 'strong', 'tired', 'strong', 'strong', 'tired', 'tired']"
A3,"['two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two', 'two']"
31,"['upset', 'excited', 'bored', 'sad', 'excited', 'impatient', 'surprised', 'sad', 'excited.', 'impatient', 'excited', 'nervous', 'impatient', 'sad', 'excited', 'happy', 'happy', 'impatient']"
32,"['tired', 'supposed to', 'hungry', 'smart', 'diabetic', 'hungry', 'mellow', 'hungry', 'hungry.', 'hungry', 'hungry', 'worried', 'hungry', 'bored', 'hungry', 'hungry', 'hungry', 'hungry']"
33,"['upset', 'clumbsy', 'disappointed', 'giggly ', 'sad', 'upset', 'upset', 'upset', 'sad.', 'sad', 'sad', 'sad', 'upset', 'sad', 'sad', 'upset', 'sad', 'upset']"
34,"['excited', 'happy', 'happy', 'late', 'excited', 'late', 'sad', 'angry', 'lazy.', 'talkative', 'happy', 'busy', 'excited', 'happy', 'excited', 'excited', 'surprised', 'late']"
35,"['sleepy', 'anxious', 'panicked', 'appologetic', 'punctual', 'inconsiderate', 'angry', 'slow', 'sorry.', 'tired', 'tired', 'upset', 'nervous', 'sad', 'busy', 'late', 'slow', 'sorry']"
36,"['bored', 'excited', 'excited', 'fond ', 'involved', 'happy', 'particular', 'good', 'interested.', 'happy', 'participating', 'into', 'ready', 'excited', 'excited', 'funny', 'dressed', 'enthused']"
37,"['excited', 'bouncy', 'excited', 'excited', 'energized', 'excited', 'excited', 'tired', 'atheletic.', 'energetic', 'energized', 'happy', 'tired', 'tired', 'focused', 'excited', 'pumped', 'happy']"
38,"['sad', 'sad', 'jealous', 'upset', 'jealous', 'upset', 'sad', 'sad', 'sad.', 'jealous', 'upset', 'upset', 'jealous', 'happy', 'sad', 'upset', 'sad', 'sad']"
39,"['upset', 'sad', 'sad', 'happy', 'sad', 'happy', 'sad', 'excited', 'elated.', 'happy', 'surprised', 'jealous', 'annoyed', 'excited', 'happy', 'surprised', 'sad', 'aware']"
40,"['tired', 'tired', 'tired', 'sleepy', 'sleepy', 'tired', 'tired', 'happy', 'tired.', 'tired', 'sleepy', 'awake', 'sleepy', 'happy', 'tired', 'sleepy', 'excited', 'tired']"
A4,"['eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'eleven', 'Eleven', 'eleven', 'eleven', 'eleven', 'eleven']"
41,"['busy', 'bustling', 'busy', 'bustling ', 'bustling', 'eventful', 'noisy', 'bustling', 'bustling.', 'busy', 'entertaining', 'busy', 'bustling', 'bubbling', 'eventful', 'busy', 'crowded', 'active']"
42,"['boring', 'expensive', 'scarce', 'informative ', 'dull', 'open', 'modern', 'boring', 'busy.', 'interesting', 'empty', 'busy', 'modern', 'fun', 'boring', 'old', 'hard to study', 'boring']"
43,"['empty', 'busy', 'tight', 'busy', 'safe', 'wide', 'bumpy', 'convenient', 'quiet.', 'safe', 'big', 'busy', 'big', 'busy', 'cluttered', 'busy', 'buy', 'busy']"
44,"['loud', 'loud', 'loud', 'crowded', 'small', 'large', 'loud', 'loud', 'noisy.', 'busy', 'quiet', 'loud', 'loud', 'fun', 'loud', 'quiet', 'noisy', 'loud']"
45,"['quiet', 'quiet', 'sparse', 'fun', 'quiet', 'quiet', 'quiet', 'busy', 'quiet.', 'safe', 'empty', 'fun', 'quiet', 'quiet', 'fun', 'busy', 'quiet', 'quiet']"
46,"['boring', 'boring', 'big', 'nice', 'boring', 'quiet', 'busy', 'important', 'busy.', 'busy', 'important', 'boring', 'boring', 'important', 'stressful', 'important', 'necessary', 'annoying']"
47,"['cold', 'cold', 'cold', 'fun', 'cold', 'cold', 'cold', 'fun', 'fun.', 'cold', 'fun', 'slippery', 'fun', 'fun', 'fun', 'cold', 'exciting', 'fun']"
48,"['busy', 'busy', 'crowded', 'crowded', 'full', 'busy', 'crowded', 'crowded', 'busy.', 'busy', 'busy', 'crowded', 'cold', 'noisy', 'crowded', 'cold', 'crowded', 'busy']"
49,"['quiet', 'hot', 'cold', 'expensive', 'quiet', 'crowded', 'quiet', 'empty', 'cold.', 'boring', 'expensive', 'scary', 'big', 'busy', 'cheap', 'cold so it is', 'busy', 'busy']"
50,"['fun', 'smelly', 'fun', 'smelly', 'smelly', 'exciting', 'fun', 'fun', 'happy.', 'stinky', 'fun', 'fun', 'smelly', 'beautiful', 'loud', 'interesting', 'fun', 'fun']"
A5,"['fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty', 'fifty']"
51,"['soft', 'soft', 'smooth', 'soft', 'wet', 'soft', 'tasty', 'good', 'flavorful.', 'easy', 'soft', 'smooth', 'nutritious', 'dry', 'moist', 'flavorful', 'helpful', 'soft']"
52,"['easy', 'tasty', 'soggy', 'soggy', 'tasty', 'soggy', 'yummy', 'good', 'soggy.', 'tasty', 'soggy', 'sugary', 'smooth', 'tasty', 'delicious', 'soggy', 'cold', 'good']"
53,"['comforting', 'satisfying', 'delicious', 'sweet', 'soft', 'refreshing', 'fun', 'tasty', 'soothing.', 'yummy', 'delicious', 'yummy', 'sweet', 'crunchy', 'tasty', 'tasty', 'yummy', 'delicious']"
54,"['tasty', 'soft', 'fatty', 'sugary', 'tasty', 'appetizing', 'tasty', 'soft', 'sweet.', 'sweet', 'gross', 'tasty', 'tasty', 'strong', 'filling', 'crunchy', 'soft', 'unhealthy']"
55,"['crunchy', 'spicy', 'hot', 'hard', 'dense', 'flavorful', 'cold', ' crunchy', 'crunchy.', 'cold', 'cold', 'sweet', 'heavy', 'crunchy', 'tasty', 'hot', 'warm', 'filling']"
56,"['warm', 'good', 'tasty', 'yummy', 'good', 'delicous ', 'delicious', 'tasty', 'soft.', 'filling', 'tasty', 'delicious', 'delicious', 'tasty', 'healthy', 'tasty', 'yummy', 'delicious']"
57,"['hard', 'crunchy', 'hot', 'easy', 'crunchy', 'bland', 'hard', 'tough', 'dense.', 'healthy', 'filling', 'hard', 'spicy', 'spicy', 'wet', 'tough', 'hard', 'hot']"
58,"['yummy', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet', 'sweet.', 'sour', 'sweet', 'sweet', 'mild', 'healthy', 'sweet', 'sour', 'sweet', 'sweet']"
59,"['sweet', 'hard', 'yellow', 'good', 'hard', 'flavorful', 'tasty', 'hard', 'hard.', 'hard', 'yellow', 'dull', 'yellow', 'tasty', 'ripe', 'yellow', 'sour', 'blue']"
60,"['sweet', 'chewy', 'tasty', 'sweet', 'sour', 'sweet', 'sweet', 'sweet', 'hard.', 'sweet', 'good', 'sour', 'sweet', 'sweet', 'sweet', 'sweety', 'sweet', 'sweet']"
A6,"['zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero', 'zero']"
61,"['crowded', 'slow', 'long', 'noisy ', 'packed', 'slow', 'slow', 'slow', 'busy.', 'slow', 'slow', 'boring', 'delayed', 'worrisome', 'slow', 'busy', 'late', 'boring']"
62,"['safe', 'healthy', 'quiet', 'long', 'busy', 'relaxing', 'empty', 'crowded', 'loud.', 'convenient', 'safe', 'crowded', 'good', 'busy', 'fulfilling', 'loud', 'safe', 'slow']"
63,"['careful', 'strong', 'fast', 'safe', 'slow', 'safe', 'slow', 'slow', 'safe.', 'quiet', 'busy', 'safe', 'safe', 'safe', 'safe', 'fast', 'slow', 'slow']"
64,"['slow', 'noisy', 'stinky', 'loud', 'slow', 'smelly', 'loud', 'loud', 'smelly.', 'smelly', 'neat', 'convenient', 'helpful', 'fascinating', 'economical', 'stinky', 'necesary', 'stank']"
65,"['expensive', 'crowded', 'close', 'expensive', 'fast', 'comfortable', 'fun', 'fast', 'expensive.', 'crowded', 'expensive', 'expensive', 'roomy', 'tight', 'busy', 'full', 'crowded', 'crowded']"
66,"['cheap', 'scary', 'small', 'cheap', 'slow', 'crowded', 'long', 'for', 'costly.', 'scary', 'crowded', 'cheap', 'spacious', 'small', 'quick', 'big', 'slow', 'small']"
67,"['quiet', 'quiet', 'quiet', 'hard', 'quiet', 'quiet', 'quiet', 'tiny', 'quiet.', 'quiet', 'quiet', 'quiet', 'quiet', 'loud', 'loud', 'loud', 'bright', 'quiet']"
68,"['big', 'noticeable', 'loud', 'big ', 'red', 'red', 'easy', 'loud', 'noisy.', 'red', 'red', 'red', 'red', 'bright', 'showy', 'red', 'red', 'RED']"
69,"['bumpy', 'bouyant', 'slow', 'fast', 'big', 'big', 'scary', 'fun', 'strong.', 'rocky', 'wavy', 'bumpy', 'buoyant', 'tricky', 'loud', 'bouncy', 'fast', 'cool']"
70,"['quiet', 'quiet', 'slow', 'easy', 'small', 'quiet', 'quiet', 'quiet', 'slow.', 'quiet', 'silent', 'quiet', 'fast', 'small', 'durable', 'big', 'safe', 'quiet']"
A7,"['seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven', 'seven']"
71,"['loud', 'busy', 'busy', 'fun', 'fun', 'full', 'bright', 'short', 'crowded.', 'late', 'fun', 'easy', 'loud', 'fast', 'convenient', 'crowded', 'comfy', 'annoying']"
72,"['quiet', 'organized', 'quiet', 'quiet', 'boring', 'busy', 'interesting', 'fun', 'busy.', 'quiet', 'boring', 'colorful', 'boring', 'full', 'tiring', 'exciting', 'cozy', 'cold']"
73,"['fun', 'hard', 'exciting', 'fun', 'boring', 'easy', 'fun', 'fun', 'hard.', 'hard', 'easy', 'easy', 'hard', 'favorite', 'fun', 'fun', 'hard', 'fun']"
74,"['quiet', 'big', 'empty', 'grassy', 'busy', 'sunny', 'boring', 'long', 'cold.', 'huge', 'boring', 'fun', 'cold', 'big', 'crowded', 'boring', 'cold', 'boring']"
75,"['fun', 'exhausting', 'busy', 'hot', 'ahrd', 'exciting', 'silly', 'loud', 'fun.', 'fun', 'fun', 'fun', 'tiring', 'busy', 'fun', 'a blast', 'tiring', 'exciting']"
76,"['tiring', 'heavy', 'heavy', 'hard', 'heavy', 'heavy', 'heavy', 'tough', 'heavy.', 'tiring', 'heavy', 'tiring', 'heavy', 'tiring', 'heavy', 'long', 'exhausting', 'hard']"
77,"['messy', 'tidy', 'full', 'pleasent', 'clean', 'neat', 'clean', 'easy', 'organized.', 'clean', 'organized', 'cluttered', 'fun', 'messy', 'clean', 'messy', 'neat', 'messy']"
78,"['busy', 'quiet', 'quiet', 'crowded', 'tasty', 'busy', 'organized', 'crowded', 'crowded.', 'crowded', 'empty', 'tasty', 'crowded', 'quiet', 'tasty', 'busy', 'noisy', 'quiet']"
79,"['loud', 'boring', 'boring', 'important', 'boring', 'boring', 'cool', 'boring', 'fun.', 'loud', 'important', 'boring', 'interesting', 'full', 'important', 'crowded', 'important', 'boring']"
80,"['closed', 'closed', 'open', 'locked', 'open', 'closed', 'open', 'open', 'open.', 'open', 'unlocked', 'open', 'unlocked', 'open', 'open', 'closed', 'closed', 'locked']"
