21,"[['fast', 2, 0.11], ['shy', 1, 0.06], ['smart.', 1, 0.06], ['happy', 1, 0.06], ['bothered', 1, 0.06], ['sad', 1, 0.06], ['mean', 1, 0.06], ['tired', 1, 0.06], ['sad.', 1, 0.06], ['quiet', 1, 0.06], ['busy', 1, 0.06], ['lazy', 1, 0.06], ['downhearted', 1, 0.06], ['warm', 1, 0.06], ['social', 1, 0.06], ['bored', 1, 0.06], ['late', 1, 0.06]]"
22,"[['friendly', 12, 0.67], ['friendly.', 2, 0.11], ['kind', 1, 0.06], ['nice', 3, 0.17]]"
23,"[['nice', 1, 0.06], ['ready', 1, 0.06], ['prepared', 2, 0.11], ['ambitious ', 1, 0.06], ['smart', 2, 0.11], ['bright', 1, 0.06], ['cross', 1, 0.06], ['smart.', 1, 0.06], ['awake', 1, 0.06], ['helpful', 1, 0.06], ['feeling', 1, 0.06], ['alert', 1, 0.06], ['rigid', 1, 0.06], ['excited.', 1, 0.06], ['hesitant', 1, 0.06], ['there', 1, 0.06]]"
24,"[['nice', 1, 0.06], ['organized', 1, 0.06], ['busy today.', 1, 0.06], ['busy', 2, 0.11], ['worried', 1, 0.06], ['inattentive ', 1, 0.06], ['loud', 1, 0.06], ['mad', 2, 0.11], ['tired.', 1, 0.06], ['thorough', 1, 0.06], ['rushed', 1, 0.06], ['disorganzied', 1, 0.06], ['friendly', 1, 0.06], ['careless.', 1, 0.06], ['scary', 1, 0.06], ['tall', 1, 0.06]]"
25,"[['helpful', 3, 0.17], ['nice', 2, 0.11], ['caring', 6, 0.33], ['concerned', 2, 0.11], ['careful', 1, 0.06], ['careful.', 1, 0.06], ['friendly', 1, 0.06], ['kind', 1, 0.06], ['upset', 1, 0.06]]"
26,"[['tired', 2, 0.11], ['fit', 3, 0.17], ['fast', 7, 0.39], ['agile', 3, 0.17], ['speedy', 1, 0.06], ['fast.', 1, 0.06], ['althetic', 1, 0.06]]"
27,"[['tired', 1, 0.06], ['humble', 1, 0.06], ['scared', 2, 0.11], ['dirty', 1, 0.06], ['wet', 1, 0.06], ['hopeful', 1, 0.06], ['cowardly ', 1, 0.06], ['happy', 1, 0.06], ['sad.', 1, 0.06], ['thankful', 1, 0.06], ['energized', 1, 0.06], ['afraid', 1, 0.06], ['hurt', 1, 0.06], ['kind', 1, 0.06], ['energetic', 1, 0.06], ['burned', 1, 0.06], ['grateful', 1, 0.06]]"
28,"[['sneaky', 2, 0.11], ['stealthy', 1, 0.06], ['smart', 1, 0.06], ['good', 3, 0.17], ['brave', 1, 0.06], ['attentive', 1, 0.06], ['smart.', 1, 0.06], ['talented', 1, 0.06], ['cool', 1, 0.06], ['daring', 1, 0.06], ['elusive', 1, 0.06], ['discreet', 1, 0.06], ['covert', 1, 0.06], ['secretive', 1, 0.06], ['good at this', 1, 0.06]]"
29,"[['bored', 1, 0.06], ['tired', 3, 0.17], ['energetic', 3, 0.17], ['loquacious ', 1, 0.06], ['jolly', 1, 0.06], ['talkative', 3, 0.17], ['Lively', 1, 0.06], ['peppy', 1, 0.06], ['energetic.', 1, 0.06], ['proffesional', 1, 0.06], ['chatty', 1, 0.06], ['extroverted', 1, 0.06]]"
30,"[['strong', 14, 0.78], ['strong.', 1, 0.06], ['tired', 3, 0.17]]"
A3,"[['two', 18, 1.0]]"
31,"[['upset', 1, 0.06], ['excited', 4, 0.22], ['bored', 1, 0.06], ['sad', 3, 0.17], ['impatient', 4, 0.22], ['surprised', 1, 0.06], ['excited.', 1, 0.06], ['nervous', 1, 0.06], ['happy', 2, 0.11]]"
32,"[['tired', 1, 0.06], ['supposed to', 1, 0.06], ['hungry', 10, 0.56], ['smart', 1, 0.06], ['diabetic', 1, 0.06], ['mellow', 1, 0.06], ['hungry.', 1, 0.06], ['worried', 1, 0.06], ['bored', 1, 0.06]]"
33,"[['upset', 7, 0.39], ['clumbsy', 1, 0.06], ['disappointed', 1, 0.06], ['giggly ', 1, 0.06], ['sad', 7, 0.39], ['sad.', 1, 0.06]]"
34,"[['excited', 5, 0.28], ['happy', 4, 0.22], ['late', 3, 0.17], ['sad', 1, 0.06], ['angry', 1, 0.06], ['lazy.', 1, 0.06], ['talkative', 1, 0.06], ['busy', 1, 0.06], ['surprised', 1, 0.06]]"
35,"[['sleepy', 1, 0.06], ['anxious', 1, 0.06], ['panicked', 1, 0.06], ['appologetic', 1, 0.06], ['punctual', 1, 0.06], ['inconsiderate', 1, 0.06], ['angry', 1, 0.06], ['slow', 2, 0.11], ['sorry.', 1, 0.06], ['tired', 2, 0.11], ['upset', 1, 0.06], ['nervous', 1, 0.06], ['sad', 1, 0.06], ['busy', 1, 0.06], ['late', 1, 0.06], ['sorry', 1, 0.06]]"
36,"[['bored', 1, 0.06], ['excited', 4, 0.22], ['fond ', 1, 0.06], ['involved', 1, 0.06], ['happy', 2, 0.11], ['particular', 1, 0.06], ['good', 1, 0.06], ['interested.', 1, 0.06], ['participating', 1, 0.06], ['into', 1, 0.06], ['ready', 1, 0.06], ['funny', 1, 0.06], ['dressed', 1, 0.06], ['enthused', 1, 0.06]]"
37,"[['excited', 6, 0.33], ['bouncy', 1, 0.06], ['energized', 2, 0.11], ['tired', 3, 0.17], ['atheletic.', 1, 0.06], ['energetic', 1, 0.06], ['happy', 2, 0.11], ['focused', 1, 0.06], ['pumped', 1, 0.06]]"
38,"[['sad', 7, 0.39], ['jealous', 4, 0.22], ['upset', 5, 0.28], ['sad.', 1, 0.06], ['happy', 1, 0.06]]"
39,"[['upset', 1, 0.06], ['sad', 5, 0.28], ['happy', 4, 0.22], ['excited', 2, 0.11], ['elated.', 1, 0.06], ['surprised', 2, 0.11], ['jealous', 1, 0.06], ['annoyed', 1, 0.06], ['aware', 1, 0.06]]"
40,"[['tired', 8, 0.44], ['sleepy', 5, 0.28], ['happy', 2, 0.11], ['tired.', 1, 0.06], ['awake', 1, 0.06], ['excited', 1, 0.06]]"
A4,"[['eleven', 17, 0.94], ['Eleven', 1, 0.06]]"
41,"[['busy', 5, 0.28], ['bustling', 4, 0.22], ['bustling ', 1, 0.06], ['eventful', 2, 0.11], ['noisy', 1, 0.06], ['bustling.', 1, 0.06], ['entertaining', 1, 0.06], ['bubbling', 1, 0.06], ['crowded', 1, 0.06], ['active', 1, 0.06]]"
42,"[['boring', 4, 0.22], ['expensive', 1, 0.06], ['scarce', 1, 0.06], ['informative ', 1, 0.06], ['dull', 1, 0.06], ['open', 1, 0.06], ['modern', 2, 0.11], ['busy.', 1, 0.06], ['interesting', 1, 0.06], ['empty', 1, 0.06], ['busy', 1, 0.06], ['fun', 1, 0.06], ['old', 1, 0.06], ['hard to study', 1, 0.06]]"
43,"[['empty', 1, 0.06], ['busy', 6, 0.33], ['tight', 1, 0.06], ['safe', 2, 0.11], ['wide', 1, 0.06], ['bumpy', 1, 0.06], ['convenient', 1, 0.06], ['quiet.', 1, 0.06], ['big', 2, 0.11], ['cluttered', 1, 0.06], ['buy', 1, 0.06]]"
44,"[['loud', 9, 0.5], ['crowded', 1, 0.06], ['small', 1, 0.06], ['large', 1, 0.06], ['noisy.', 1, 0.06], ['busy', 1, 0.06], ['quiet', 2, 0.11], ['fun', 1, 0.06], ['noisy', 1, 0.06]]"
45,"[['quiet', 9, 0.5], ['sparse', 1, 0.06], ['fun', 3, 0.17], ['busy', 2, 0.11], ['quiet.', 1, 0.06], ['safe', 1, 0.06], ['empty', 1, 0.06]]"
46,"[['boring', 5, 0.28], ['big', 1, 0.06], ['nice', 1, 0.06], ['quiet', 1, 0.06], ['busy', 2, 0.11], ['important', 4, 0.22], ['busy.', 1, 0.06], ['stressful', 1, 0.06], ['necessary', 1, 0.06], ['annoying', 1, 0.06]]"
47,"[['cold', 8, 0.44], ['fun', 7, 0.39], ['fun.', 1, 0.06], ['slippery', 1, 0.06], ['exciting', 1, 0.06]]"
48,"[['busy', 6, 0.33], ['crowded', 7, 0.39], ['full', 1, 0.06], ['busy.', 1, 0.06], ['cold', 2, 0.11], ['noisy', 1, 0.06]]"
49,"[['quiet', 3, 0.17], ['hot', 1, 0.06], ['cold', 1, 0.06], ['expensive', 2, 0.11], ['crowded', 1, 0.06], ['empty', 1, 0.06], ['cold.', 1, 0.06], ['boring', 1, 0.06], ['scary', 1, 0.06], ['big', 1, 0.06], ['busy', 3, 0.17], ['cheap', 1, 0.06], ['cold so it is', 1, 0.06]]"
50,"[['fun', 8, 0.44], ['smelly', 4, 0.22], ['exciting', 1, 0.06], ['happy.', 1, 0.06], ['stinky', 1, 0.06], ['beautiful', 1, 0.06], ['loud', 1, 0.06], ['interesting', 1, 0.06]]"
A5,"[['fifty', 18, 1.0]]"
51,"[['soft', 6, 0.33], ['smooth', 2, 0.11], ['wet', 1, 0.06], ['tasty', 1, 0.06], ['good', 1, 0.06], ['flavorful.', 1, 0.06], ['easy', 1, 0.06], ['nutritious', 1, 0.06], ['dry', 1, 0.06], ['moist', 1, 0.06], ['flavorful', 1, 0.06], ['helpful', 1, 0.06]]"
52,"[['easy', 1, 0.06], ['tasty', 4, 0.22], ['soggy', 5, 0.28], ['yummy', 1, 0.06], ['good', 2, 0.11], ['soggy.', 1, 0.06], ['sugary', 1, 0.06], ['smooth', 1, 0.06], ['delicious', 1, 0.06], ['cold', 1, 0.06]]"
53,"[['comforting', 1, 0.06], ['satisfying', 1, 0.06], ['delicious', 3, 0.17], ['sweet', 2, 0.11], ['soft', 1, 0.06], ['refreshing', 1, 0.06], ['fun', 1, 0.06], ['tasty', 3, 0.17], ['soothing.', 1, 0.06], ['yummy', 3, 0.17], ['crunchy', 1, 0.06]]"
54,"[['tasty', 5, 0.28], ['soft', 3, 0.17], ['fatty', 1, 0.06], ['sugary', 1, 0.06], ['appetizing', 1, 0.06], ['sweet.', 1, 0.06], ['sweet', 1, 0.06], ['gross', 1, 0.06], ['strong', 1, 0.06], ['filling', 1, 0.06], ['crunchy', 1, 0.06], ['unhealthy', 1, 0.06]]"
55,"[['crunchy', 2, 0.11], ['spicy', 1, 0.06], ['hot', 2, 0.11], ['hard', 1, 0.06], ['dense', 1, 0.06], ['flavorful', 1, 0.06], ['cold', 3, 0.17], [' crunchy', 1, 0.06], ['crunchy.', 1, 0.06], ['sweet', 1, 0.06], ['heavy', 1, 0.06], ['tasty', 1, 0.06], ['warm', 1, 0.06], ['filling', 1, 0.06]]"
56,"[['warm', 1, 0.06], ['good', 2, 0.11], ['tasty', 5, 0.28], ['yummy', 2, 0.11], ['delicous ', 1, 0.06], ['delicious', 4, 0.22], ['soft.', 1, 0.06], ['filling', 1, 0.06], ['healthy', 1, 0.06]]"
57,"[['hard', 4, 0.22], ['crunchy', 2, 0.11], ['hot', 2, 0.11], ['easy', 1, 0.06], ['bland', 1, 0.06], ['tough', 2, 0.11], ['dense.', 1, 0.06], ['healthy', 1, 0.06], ['filling', 1, 0.06], ['spicy', 2, 0.11], ['wet', 1, 0.06]]"
58,"[['yummy', 1, 0.06], ['sweet', 12, 0.67], ['sweet.', 1, 0.06], ['sour', 2, 0.11], ['mild', 1, 0.06], ['healthy', 1, 0.06]]"
59,"[['sweet', 1, 0.06], ['hard', 4, 0.22], ['yellow', 4, 0.22], ['good', 1, 0.06], ['flavorful', 1, 0.06], ['tasty', 2, 0.11], ['hard.', 1, 0.06], ['dull', 1, 0.06], ['ripe', 1, 0.06], ['sour', 1, 0.06], ['blue', 1, 0.06]]"
60,"[['sweet', 11, 0.61], ['chewy', 1, 0.06], ['tasty', 1, 0.06], ['sour', 2, 0.11], ['hard.', 1, 0.06], ['good', 1, 0.06], ['sweety', 1, 0.06]]"
A6,"[['zero', 18, 1.0]]"
61,"[['crowded', 1, 0.06], ['slow', 7, 0.39], ['long', 1, 0.06], ['noisy ', 1, 0.06], ['packed', 1, 0.06], ['busy.', 1, 0.06], ['boring', 2, 0.11], ['delayed', 1, 0.06], ['worrisome', 1, 0.06], ['busy', 1, 0.06], ['late', 1, 0.06]]"
62,"[['safe', 3, 0.17], ['healthy', 1, 0.06], ['quiet', 1, 0.06], ['long', 1, 0.06], ['busy', 2, 0.11], ['relaxing', 1, 0.06], ['empty', 1, 0.06], ['crowded', 2, 0.11], ['loud.', 1, 0.06], ['convenient', 1, 0.06], ['good', 1, 0.06], ['fulfilling', 1, 0.06], ['loud', 1, 0.06], ['slow', 1, 0.06]]"
63,"[['careful', 1, 0.06], ['strong', 1, 0.06], ['fast', 2, 0.11], ['safe', 6, 0.33], ['slow', 5, 0.28], ['safe.', 1, 0.06], ['quiet', 1, 0.06], ['busy', 1, 0.06]]"
64,"[['slow', 2, 0.11], ['noisy', 1, 0.06], ['stinky', 2, 0.11], ['loud', 3, 0.17], ['smelly', 2, 0.11], ['smelly.', 1, 0.06], ['neat', 1, 0.06], ['convenient', 1, 0.06], ['helpful', 1, 0.06], ['fascinating', 1, 0.06], ['economical', 1, 0.06], ['necesary', 1, 0.06], ['stank', 1, 0.06]]"
65,"[['expensive', 4, 0.22], ['crowded', 4, 0.22], ['close', 1, 0.06], ['fast', 2, 0.11], ['comfortable', 1, 0.06], ['fun', 1, 0.06], ['expensive.', 1, 0.06], ['roomy', 1, 0.06], ['tight', 1, 0.06], ['busy', 1, 0.06], ['full', 1, 0.06]]"
66,"[['cheap', 3, 0.17], ['scary', 2, 0.11], ['small', 3, 0.17], ['slow', 2, 0.11], ['crowded', 2, 0.11], ['long', 1, 0.06], ['for', 1, 0.06], ['costly.', 1, 0.06], ['spacious', 1, 0.06], ['quick', 1, 0.06], ['big', 1, 0.06]]"
67,"[['quiet', 11, 0.61], ['hard', 1, 0.06], ['tiny', 1, 0.06], ['quiet.', 1, 0.06], ['loud', 3, 0.17], ['bright', 1, 0.06]]"
68,"[['big', 1, 0.06], ['noticeable', 1, 0.06], ['loud', 2, 0.11], ['big ', 1, 0.06], ['red', 8, 0.44], ['easy', 1, 0.06], ['noisy.', 1, 0.06], ['bright', 1, 0.06], ['showy', 1, 0.06], ['RED', 1, 0.06]]"
69,"[['bumpy', 2, 0.11], ['bouyant', 1, 0.06], ['slow', 1, 0.06], ['fast', 2, 0.11], ['big', 2, 0.11], ['scary', 1, 0.06], ['fun', 1, 0.06], ['strong.', 1, 0.06], ['rocky', 1, 0.06], ['wavy', 1, 0.06], ['buoyant', 1, 0.06], ['tricky', 1, 0.06], ['loud', 1, 0.06], ['bouncy', 1, 0.06], ['cool', 1, 0.06]]"
70,"[['quiet', 8, 0.44], ['slow', 1, 0.06], ['easy', 1, 0.06], ['small', 2, 0.11], ['slow.', 1, 0.06], ['silent', 1, 0.06], ['fast', 1, 0.06], ['durable', 1, 0.06], ['big', 1, 0.06], ['safe', 1, 0.06]]"
A7,"[['seven', 18, 1.0]]"
71,"[['loud', 2, 0.11], ['busy', 2, 0.11], ['fun', 3, 0.17], ['full', 1, 0.06], ['bright', 1, 0.06], ['short', 1, 0.06], ['crowded.', 1, 0.06], ['late', 1, 0.06], ['easy', 1, 0.06], ['fast', 1, 0.06], ['convenient', 1, 0.06], ['crowded', 1, 0.06], ['comfy', 1, 0.06], ['annoying', 1, 0.06]]"
72,"[['quiet', 4, 0.22], ['organized', 1, 0.06], ['boring', 3, 0.17], ['busy', 1, 0.06], ['interesting', 1, 0.06], ['fun', 1, 0.06], ['busy.', 1, 0.06], ['colorful', 1, 0.06], ['full', 1, 0.06], ['tiring', 1, 0.06], ['exciting', 1, 0.06], ['cozy', 1, 0.06], ['cold', 1, 0.06]]"
73,"[['fun', 7, 0.39], ['hard', 4, 0.22], ['exciting', 1, 0.06], ['boring', 1, 0.06], ['easy', 3, 0.17], ['hard.', 1, 0.06], ['favorite', 1, 0.06]]"
74,"[['quiet', 1, 0.06], ['big', 2, 0.11], ['empty', 1, 0.06], ['grassy', 1, 0.06], ['busy', 1, 0.06], ['sunny', 1, 0.06], ['boring', 4, 0.22], ['long', 1, 0.06], ['cold.', 1, 0.06], ['huge', 1, 0.06], ['fun', 1, 0.06], ['cold', 2, 0.11], ['crowded', 1, 0.06]]"
75,"[['fun', 5, 0.28], ['exhausting', 1, 0.06], ['busy', 2, 0.11], ['hot', 1, 0.06], ['ahrd', 1, 0.06], ['exciting', 2, 0.11], ['silly', 1, 0.06], ['loud', 1, 0.06], ['fun.', 1, 0.06], ['tiring', 2, 0.11], ['a blast', 1, 0.06]]"
76,"[['tiring', 4, 0.22], ['heavy', 8, 0.44], ['hard', 2, 0.11], ['tough', 1, 0.06], ['heavy.', 1, 0.06], ['long', 1, 0.06], ['exhausting', 1, 0.06]]"
77,"[['messy', 4, 0.22], ['tidy', 1, 0.06], ['full', 1, 0.06], ['pleasent', 1, 0.06], ['clean', 4, 0.22], ['neat', 2, 0.11], ['easy', 1, 0.06], ['organized.', 1, 0.06], ['organized', 1, 0.06], ['cluttered', 1, 0.06], ['fun', 1, 0.06]]"
78,"[['busy', 3, 0.17], ['quiet', 4, 0.22], ['crowded', 4, 0.22], ['tasty', 3, 0.17], ['organized', 1, 0.06], ['crowded.', 1, 0.06], ['empty', 1, 0.06], ['noisy', 1, 0.06]]"
79,"[['loud', 2, 0.11], ['boring', 7, 0.39], ['important', 4, 0.22], ['cool', 1, 0.06], ['fun.', 1, 0.06], ['interesting', 1, 0.06], ['full', 1, 0.06], ['crowded', 1, 0.06]]"
80,"[['closed', 5, 0.28], ['open', 8, 0.44], ['locked', 2, 0.11], ['open.', 1, 0.06], ['unlocked', 2, 0.11]]"
